"yearbuilt","finsqft","cooling","bedroom","fullbath","halfbath","lotsize","totalvalue","esdistrict","msdistrict","hsdistrict","censustract","age","condition","fp"
1968,1366,"Central Air",3,2,0,1.01,99200,"Baker-Butler","Sutherland","Albemarle","102.01",51,"Fair",0
1956,1344,"No Central Air",2,2,0,1,100600,"Baker-Butler","Sutherland","Albemarle","102.01",63,"Poor",0
1980,1769,"Central Air",3,2,0,2,260300,"Baker-Butler","Sutherland","Albemarle","102.01",39,"Average",1
1992,1078,"Central Air",3,2,0,2,184600,"Baker-Butler","Sutherland","Albemarle","102.01",27,"Average",0
1984,1302,"Central Air",3,2,0,2.1,221300,"Baker-Butler","Sutherland","Albemarle","102.01",35,"Average",1
1954,2634,"Central Air",4,4,0,10,406800,"Baker-Butler","Sutherland","Albemarle","102.01",65,"Average",0
1972,1224,"Central Air",3,2,1,5.11,289700,"Baker-Butler","Sutherland","Albemarle","102.01",47,"Good",1
1969,2008,"Central Air",4,2,1,5.09,312300,"Baker-Butler","Sutherland","Albemarle","102.01",50,"Average",1
1970,1534,"Central Air",3,2,0,6.87,318100,"Baker-Butler","Sutherland","Albemarle","102.01",49,"Average",1
1970,1870,"Central Air",3,3,1,6.683,422400,"Baker-Butler","Sutherland","Albemarle","102.01",49,"Average",1
2002,2434,"Central Air",3,3,0,12.62,566900,"Baker-Butler","Sutherland","Albemarle","102.01",17,"Average",1
1992,2187,"Central Air",3,3,1,4.69,497400,"Baker-Butler","Sutherland","Albemarle","102.01",27,"Average",1
1986,3144,"Central Air",3,3,1,2.012,364600,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Average",1
1993,1232,"Central Air",3,1,0,2.012,182500,"Baker-Butler","Sutherland","Albemarle","102.01",26,"Fair",1
1992,2106,"Central Air",3,2,0,2.314,295400,"Baker-Butler","Sutherland","Albemarle","102.01",27,"Average",0
2001,1620,"Central Air",3,2,0,3.053,256000,"Baker-Butler","Sutherland","Albemarle","102.01",18,"Average",0
2001,4436,"Central Air",4,3,1,2.918,658500,"Baker-Butler","Sutherland","Albemarle","102.01",18,"Average",1
2011,1248,"Central Air",4,3,0,4,312200,"Baker-Butler","Sutherland","Albemarle","102.01",8,"Average",0
2008,2333,"Central Air",3,3,0,8.45,474000,"Baker-Butler","Sutherland","Albemarle","102.01",11,"Average",1
2006,4896,"Central Air",5,5,1,5.56,615200,"Baker-Butler","Sutherland","Albemarle","102.01",13,"Average",0
1967,1200,"No Central Air",4,1,0,3.06,194400,"Baker-Butler","Sutherland","Albemarle","102.01",52,"Average",0
2007,2390,"Central Air",4,3,1,6.02,646800,"Baker-Butler","Sutherland","Albemarle","102.01",12,"Average",1
1973,1344,"Central Air",3,1,1,5.565,275200,"Baker-Butler","Sutherland","Albemarle","102.01",46,"Good",1
1995,2134,"Central Air",3,2,0,2,311300,"Baker-Butler","Sutherland","Albemarle","102.01",24,"Average",0
2006,2715,"Central Air",4,3,1,1.865,490200,"Baker-Butler","Sutherland","Albemarle","102.01",13,"Average",1
2012,3760,"Central Air",3,2,1,5.4,713800,"Baker-Butler","Sutherland","Albemarle","102.01",7,"Average",1
1980,1393,"Central Air",3,2,0,4.91,316900,"Baker-Butler","Sutherland","Albemarle","102.01",39,"Average",1
1965,1092,"Central Air",4,2,0,2.1,240900,"Baker-Butler","Sutherland","Albemarle","102.01",54,"Average",1
2000,2016,"Central Air",4,3,0,2.84,321700,"Baker-Butler","Sutherland","Albemarle","102.01",19,"Average",0
1973,1466,"No Central Air",3,2,0,5.04,281300,"Baker-Butler","Sutherland","Albemarle","102.01",46,"Average",1
1980,2588,"Central Air",4,2,2,15.37,501300,"Baker-Butler","Sutherland","Albemarle","102.01",39,"Average",1
1955,896,"No Central Air",3,1,0,27.124,363300,"Baker-Butler","Sutherland","Albemarle","102.01",64,"Average",0
1973,1056,"No Central Air",3,1,1,2.001,187100,"Baker-Butler","Sutherland","Albemarle","102.01",46,"Fair",0
2004,1735,"Central Air",3,2,0,8.379,345800,"Baker-Butler","Sutherland","Albemarle","102.01",15,"Average",1
1988,2072,"Central Air",4,2,1,2.345,313300,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Good",1
1989,2102,"Central Air",3,2,1,2.05,296400,"Baker-Butler","Sutherland","Albemarle","102.01",30,"Average",0
1998,2643,"Central Air",4,3,1,6.378,411200,"Baker-Butler","Sutherland","Albemarle","102.01",21,"Average",1
1998,2080,"Central Air",4,2,1,5.522,401900,"Baker-Butler","Sutherland","Albemarle","102.01",21,"Average",1
1972,1200,"No Central Air",3,2,0,3,178100,"Baker-Butler","Sutherland","Albemarle","102.01",47,"Average",1
1980,1008,"Central Air",3,1,0,2.09,186500,"Baker-Butler","Sutherland","Albemarle","102.01",39,"Good",0
2012,3050,"Central Air",4,3,1,21,596000,"Baker-Butler","Sutherland","Albemarle","102.01",7,"Average",0
2011,3926,"Central Air",3,3,0,21,676400,"Baker-Butler","Sutherland","Albemarle","102.01",8,"Average",1
2014,3610,"Central Air",3,3,1,2.898,696000,"Baker-Butler","Sutherland","Albemarle","102.01",5,"Average",1
2015,2624,"Central Air",4,4,0,2.575,541700,"Baker-Butler","Sutherland","Albemarle","102.01",4,"Average",1
2011,2904,"Central Air",4,2,1,2.45,524200,"Baker-Butler","Sutherland","Albemarle","102.01",8,"Average",1
2011,2729,"Central Air",4,3,1,2.4,523200,"Baker-Butler","Sutherland","Albemarle","102.01",8,"Average",1
2012,3288,"Central Air",4,4,1,3.299,667400,"Baker-Butler","Sutherland","Albemarle","102.01",7,"Average",1
2010,3095,"Central Air",4,3,0,2.993,617200,"Baker-Butler","Sutherland","Albemarle","102.01",9,"Average",1
2006,3261,"Central Air",4,4,1,3.095,640800,"Baker-Butler","Sutherland","Albemarle","102.01",13,"Average",1
2013,3287,"Central Air",4,3,1,4.934,573200,"Baker-Butler","Sutherland","Albemarle","102.01",6,"Average",1
2008,3060,"Central Air",4,4,1,3.332,737100,"Baker-Butler","Sutherland","Albemarle","102.01",11,"Average",1
2007,3628,"Central Air",3,3,1,3.016,448900,"Baker-Butler","Sutherland","Albemarle","102.01",12,"Average",0
1974,2356,"Central Air",4,3,1,5,430200,"Baker-Butler","Sutherland","Albemarle","102.01",45,"Good",1
2016,3056,"Central Air",4,2,1,2.34,435800,"Baker-Butler","Sutherland","Albemarle","102.01",3,"Average",1
1870,2100,"Central Air",4,2,0,20.167,543300,"Baker-Butler","Sutherland","Albemarle","102.01",149,"Average",1
2016,2688,"Central Air",4,2,1,16.29,448200,"Baker-Butler","Sutherland","Albemarle","102.01",3,"Average",0
1972,1008,"No Central Air",3,1,1,3.01,110200,"Baker-Butler","Sutherland","Albemarle","102.01",47,"Poor",0
1977,960,"No Central Air",3,1,0,6.716,131400,"Baker-Butler","Sutherland","Albemarle","102.01",42,"Fair",0
1976,1824,"Central Air",3,3,0,2.362,278200,"Baker-Butler","Sutherland","Albemarle","102.01",43,"Average",1
1997,2165,"Central Air",3,3,1,5,406100,"Baker-Butler","Sutherland","Albemarle","102.01",22,"Average",1
1997,4167,"Central Air",4,4,1,5,756000,"Baker-Butler","Sutherland","Albemarle","102.01",22,"Average",1
2002,3060,"Central Air",4,3,1,5.32,543000,"Baker-Butler","Sutherland","Albemarle","102.01",17,"Average",1
2003,3819,"Central Air",3,3,1,21.23,785000,"Baker-Butler","Sutherland","Albemarle","102.01",16,"Average",1
1996,2522,"Central Air",4,3,1,5.15,479200,"Baker-Butler","Sutherland","Albemarle","102.01",23,"Excellent",1
1996,3208,"Central Air",4,2,1,5,510100,"Baker-Butler","Sutherland","Albemarle","102.01",23,"Good",1
1969,2685,"Central Air",4,2,0,15,495300,"Baker-Butler","Sutherland","Albemarle","102.01",50,"Good",1
1987,1546,"Central Air",3,2,0,5,269400,"Baker-Butler","Sutherland","Albemarle","102.01",32,"Good",0
1977,1042,"No Central Air",2,1,0,1.106,142500,"Baker-Butler","Sutherland","Albemarle","102.01",42,"Fair",1
1968,1848,"Central Air",3,2,0,10,358500,"Baker-Butler","Sutherland","Albemarle","102.01",51,"Fair",1
1975,1452,"Central Air",4,2,0,0,227800,"Baker-Butler","Sutherland","Albemarle","102.01",44,"Average",0
1975,1414,"Central Air",3,2,NA,0,232900,"Baker-Butler","Sutherland","Albemarle","102.01",44,"Good",1
1975,1885,"Central Air",3,2,0,0,300900,"Baker-Butler","Sutherland","Albemarle","102.01",44,"Average",1
1975,1480,"Central Air",3,2,0,0,227200,"Baker-Butler","Sutherland","Albemarle","102.01",44,"Good",1
1995,1404,"Central Air",3,2,0,0,233100,"Baker-Butler","Sutherland","Albemarle","102.01",24,"Good",1
1983,1768,"Central Air",4,2,1,7.111,511600,"Baker-Butler","Sutherland","Albemarle","102.01",36,"Average",1
1995,2128,"Central Air",3,3,0,3.539,251600,"Baker-Butler","Sutherland","Albemarle","102.01",24,"Average",0
1986,2020,"Central Air",3,2,0,2.9,284400,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Good",1
1990,1134,"Central Air",3,2,0,2.983,218900,"Baker-Butler","Sutherland","Albemarle","102.01",29,"Average",1
1996,2170,"Central Air",3,2,1,3.239,285000,"Baker-Butler","Sutherland","Albemarle","102.01",23,"Average",1
1986,1160,"Central Air",2,1,0,4.22,201500,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Good",1
1959,4141,"Central Air",4,4,0,5.067,999700,"Baker-Butler","Sutherland","Albemarle","102.01",60,"Good",1
1971,1701,"Central Air",3,3,0,3.037,303300,"Baker-Butler","Sutherland","Albemarle","102.01",48,"Average",1
1978,1555,"Central Air",2,2,0,2.004,216400,"Baker-Butler","Sutherland","Albemarle","102.01",41,"Good",1
1979,1910,"Central Air",3,2,0,2.005,300600,"Baker-Butler","Sutherland","Albemarle","102.01",40,"Good",1
2000,2095,"Central Air",3,3,0,2.616,502400,"Baker-Butler","Sutherland","Albemarle","102.01",19,"Average",1
1990,4131,"Central Air",4,2,1,27.478,857700,"Baker-Butler","Sutherland","Albemarle","102.01",29,"Good",1
1999,2166,"Central Air",3,2,0,25,511100,"Baker-Butler","Sutherland","Albemarle","102.01",20,"Good",1
1960,1632,"No Central Air",2,0,0,2,260300,"Baker-Butler","Sutherland","Albemarle","102.01",59,"Average",1
1961,1276,"No Central Air",2,2,0,0,229400,"Baker-Butler","Sutherland","Albemarle","102.01",58,"Average",1
1960,1881,"Central Air",4,2,1,0,344500,"Baker-Butler","Sutherland","Albemarle","102.01",59,"Good",1
1979,1591,"Central Air",3,3,1,0,313400,"Baker-Butler","Sutherland","Albemarle","102.01",40,"Average",1
1959,1904,"Central Air",4,3,0,0,340500,"Baker-Butler","Sutherland","Albemarle","102.01",60,"Good",1
1996,1586,"Central Air",3,2,0,0,317400,"Baker-Butler","Sutherland","Albemarle","102.01",23,"Good",1
1950,1784,"Central Air",2,2,0,0,297000,"Baker-Butler","Sutherland","Albemarle","102.01",69,"Average",1
1958,1696,"Central Air",2,2,0,0,366100,"Baker-Butler","Sutherland","Albemarle","102.01",61,"Good",1
1959,2323,"Central Air",3,2,0,0.7,273600,"Baker-Butler","Sutherland","Albemarle","102.01",60,"Average",1
1965,1400,"No Central Air",2,2,0,0,271700,"Baker-Butler","Sutherland","Albemarle","102.01",54,"Good",1
1959,1090,"No Central Air",2,1,1,2.214,209600,"Baker-Butler","Sutherland","Albemarle","102.01",60,"Average",0
1963,2436,"Central Air",3,2,1,1.12,358500,"Baker-Butler","Sutherland","Albemarle","102.01",56,"Average",1
1964,1560,"No Central Air",3,2,0,1.034,245300,"Baker-Butler","Sutherland","Albemarle","102.01",55,"Average",1
1973,1425,"Central Air",5,3,0,2.034,298300,"Baker-Butler","Sutherland","Albemarle","102.01",46,"Average",1
1965,1566,"Central Air",3,1,1,1.82,254700,"Baker-Butler","Sutherland","Albemarle","102.01",54,"Average",1
1961,2348,"Central Air",3,2,0,5.32,427900,"Baker-Butler","Sutherland","Albemarle","102.01",58,"Good",0
1974,1960,"Central Air",3,2,0,9.049,295700,"Baker-Butler","Sutherland","Albemarle","102.01",45,"Fair",1
1951,1976,"No Central Air",3,1,1,7.584,310800,"Baker-Butler","Sutherland","Albemarle","102.01",68,"Average",1
1973,1008,"No Central Air",3,1,0,2.02,133000,"Baker-Butler","Sutherland","Albemarle","102.01",46,"Fair",0
1999,3265,"Central Air",3,3,1,25.5,1384000,"Baker-Butler","Sutherland","Albemarle","102.01",20,"Good",1
1990,2146,"Central Air",4,2,1,22.086,350200,"Baker-Butler","Sutherland","Albemarle","102.01",29,"Good",0
1997,2400,"Central Air",3,2,1,25.39,423000,"Baker-Butler","Sutherland","Albemarle","102.01",22,"Good",1
1987,2496,"Central Air",2,2,1,3.281,364400,"Baker-Butler","Sutherland","Albemarle","102.01",32,"Good",1
1986,1536,"Central Air",3,2,1,3,276400,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Good",1
1985,1834,"Central Air",3,2,0,3.005,312800,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Good",0
1986,1266,"Central Air",3,2,0,3.233,226700,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Fair",1
1985,1460,"Central Air",4,2,1,3.065,451500,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Good",0
1971,1636,"Central Air",4,2,0,3.15,280300,"Baker-Butler","Sutherland","Albemarle","102.01",48,"Average",1
2007,3418,"Central Air",4,4,1,4.547,850100,"Baker-Butler","Sutherland","Albemarle","102.01",12,"Average",1
2008,2901,"Central Air",4,3,1,4.023,762100,"Baker-Butler","Sutherland","Albemarle","102.01",11,"Average",1
1992,1920,"Central Air",3,2,0,5.001,285200,"Baker-Butler","Sutherland","Albemarle","102.01",27,"Good",1
1980,1685,"Central Air",5,3,0,20.311,457600,"Baker-Butler","Sutherland","Albemarle","102.01",39,"Good",1
1994,1890,"Central Air",3,2,1,2.046,288400,"Baker-Butler","Sutherland","Albemarle","102.01",25,"Good",0
1972,1008,"No Central Air",3,1,1,1.991,178300,"Baker-Butler","Sutherland","Albemarle","102.01",47,"Average",0
1994,1865,"Central Air",3,3,0,4.42,344000,"Baker-Butler","Sutherland","Albemarle","102.01",25,"Good",1
2000,1800,"Central Air",3,3,0,28.765,449400,"Baker-Butler","Sutherland","Albemarle","102.01",19,"Average",1
1965,900,"No Central Air",2,1,0,2.57,135800,"Baker-Butler","Sutherland","Albemarle","102.01",54,"Fair",0
1979,1764,"No Central Air",3,2,0,3.226,163500,"Baker-Butler","Sutherland","Albemarle","102.01",40,"Average",1
1988,1967,"Central Air",3,2,0,2.113,295800,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Good",1
1984,1135,"Central Air",3,2,0,2.009,231400,"Baker-Butler","Sutherland","Albemarle","102.01",35,"Good",1
1976,1348,"Central Air",2,1,1,2.009,258900,"Baker-Butler","Sutherland","Albemarle","102.01",43,"Good",1
1976,1232,"Central Air",4,3,0,2.009,268400,"Baker-Butler","Sutherland","Albemarle","102.01",43,"Good",1
1976,1232,"Central Air",3,3,0,2.012,237400,"Baker-Butler","Sutherland","Albemarle","102.01",43,"Average",1
1977,2168,"Central Air",3,1,1,2.009,247500,"Baker-Butler","Sutherland","Albemarle","102.01",42,"Average",0
1977,2387,"Central Air",3,2,0,2.009,448500,"Baker-Butler","Sutherland","Albemarle","102.01",42,"Good",1
1840,2780,"Central Air",3,3,0,41.208,610300,"Baker-Butler","Sutherland","Albemarle","102.01",179,"Good",1
1964,2445,"Central Air",2,4,1,2,449200,"Baker-Butler","Sutherland","Albemarle","102.01",55,"Average",1
1971,2312,"Central Air",5,4,0,2,449100,"Baker-Butler","Sutherland","Albemarle","102.01",48,"Average",1
2007,3322,"Central Air",3,2,1,2.08,386800,"Baker-Butler","Sutherland","Albemarle","102.01",12,"Average",0
1989,2068,"Central Air",3,3,0,4.201,425200,"Baker-Butler","Sutherland","Albemarle","102.01",30,"Good",1
2002,1905,"Central Air",3,2,1,12.687,458400,"Baker-Butler","Sutherland","Albemarle","102.01",17,"Average",1
2001,2161,"Central Air",4,4,0,9.015,522200,"Baker-Butler","Sutherland","Albemarle","102.01",18,"Average",1
2015,1728,"Central Air",3,2,0,7.03,221100,"Baker-Butler","Sutherland","Albemarle","102.01",4,"Average",0
2001,1864,"Central Air",3,2,1,4.44,270000,"Baker-Butler","Sutherland","Albemarle","102.01",18,"Average",1
2000,2590,"Central Air",3,2,1,5.42,287400,"Baker-Butler","Sutherland","Albemarle","102.01",19,"Average",0
2009,1908,"Central Air",3,3,1,22.24,482400,"Baker-Butler","Sutherland","Albemarle","102.01",10,"Average",1
1965,1870,"Central Air",3,2,0,5.12,318100,"Baker-Butler","Sutherland","Albemarle","102.01",54,"Average",1
1976,1626,"Central Air",3,3,0,2.31,280900,"Baker-Butler","Sutherland","Albemarle","102.01",43,"Good",0
1972,1646,"Central Air",3,3,1,2,332800,"Baker-Butler","Sutherland","Albemarle","102.01",47,"Good",0
2008,2068,"Central Air",3,2,1,4,409100,"Baker-Butler","Sutherland","Albemarle","102.01",11,"Average",1
1978,2568,"Central Air",2,2,0,8.15,345500,"Baker-Butler","Sutherland","Albemarle","102.01",41,"Average",0
1920,1347,"No Central Air",2,1,0,2.162,120800,"Stony Point","Sutherland","Albemarle","104.01",99,"Average",1
1976,1665,"Central Air",4,1,1,3.573,249500,"Baker-Butler","Sutherland","Albemarle","102.01",43,"Average",1
2009,2849,"Central Air",3,2,1,2,326000,"Baker-Butler","Sutherland","Albemarle","102.01",10,"Average",1
1754,1886,"No Central Air",3,1,0,4.8,177700,"Baker-Butler","Sutherland","Albemarle","102.01",265,"Average",0
2006,2470,"Central Air",5,3,0,7.69,385300,"Stony Point","Sutherland","Albemarle","104.01",13,"Average",1
1989,1680,"Central Air",3,2,0,13.38,328400,"Stony Point","Sutherland","Albemarle","104.01",30,"Good",0
1997,2240,"Central Air",3,3,1,5,363100,"Baker-Butler","Sutherland","Albemarle","102.01",22,"Good",1
1985,2371,"Central Air",4,2,1,5,346200,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Good",0
1990,2049,"Central Air",3,2,1,3.619,346800,"Baker-Butler","Sutherland","Albemarle","102.01",29,"Good",1
2000,1888,"No Central Air",3,2,1,3.596,336500,"Baker-Butler","Sutherland","Albemarle","102.01",19,"Average",1
1992,1736,"Central Air",2,2,0,5.002,311900,"Baker-Butler","Sutherland","Albemarle","102.01",27,"Average",1
1994,1144,"Central Air",3,2,0,5.001,206000,"Baker-Butler","Sutherland","Albemarle","102.01",25,"Average",0
1988,1449,"Central Air",3,2,0,3.611,239000,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Average",0
1984,2153,"Central Air",4,2,0,3.609,287000,"Baker-Butler","Sutherland","Albemarle","102.01",35,"Good",0
1979,2390,"Central Air",3,3,0,6.917,252600,"Baker-Butler","Sutherland","Albemarle","102.01",40,"Fair",1
1983,1561,"Central Air",3,2,0,2.258,252800,"Baker-Butler","Sutherland","Albemarle","102.01",36,"Average",0
1987,1205,"Central Air",3,2,0,2.074,235100,"Baker-Butler","Sutherland","Albemarle","102.01",32,"Good",1
1988,2892,"Central Air",3,3,0,4.043,384800,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Good",0
1985,1686,"Central Air",3,2,1,7.415,353600,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Good",0
1988,2638,"Central Air",4,4,0,4.013,467100,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Good",1
1984,2176,"Central Air",3,3,1,4.077,561500,"Baker-Butler","Sutherland","Albemarle","102.01",35,"Good",0
1984,1804,"Central Air",4,3,0,4.032,384900,"Baker-Butler","Sutherland","Albemarle","102.01",35,"Good",0
1985,1784,"Central Air",4,2,1,4.645,384100,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Good",1
1988,2783,"Central Air",3,3,0,4.335,420000,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Good",1
1986,2086,"Central Air",1,2,0,3.73,342300,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Good",1
1988,2349,"Central Air",3,3,0,3.814,351900,"Baker-Butler","Sutherland","Albemarle","102.01",31,"Good",1
1987,1712,"Central Air",3,2,0,3.863,335600,"Baker-Butler","Sutherland","Albemarle","102.01",32,"Good",1
1987,1758,"Central Air",3,3,0,3.683,362000,"Baker-Butler","Sutherland","Albemarle","102.01",32,"Good",1
1986,3208,"Central Air",3,2,0,5.85,362700,"Baker-Butler","Sutherland","Albemarle","102.01",33,"Fair",1
1985,1671,"Central Air",2,3,0,5.112,341700,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Average",1
1985,1760,"Central Air",3,3,0,5.158,370700,"Baker-Butler","Sutherland","Albemarle","102.01",34,"Good",1
1986,3222,"Central Air",6,4,1,18,621500,"Stony Point","Sutherland","Albemarle","104.01",33,"Good",1
1986,1894,"Central Air",1,1,2,18.995,567900,"Stony Point","Sutherland","Albemarle","104.01",33,"Good",1
1982,1152,"No Central Air",2,1,0,3.31,174700,"Stony Point","Sutherland","Albemarle","104.01",37,"Average",0
1919,849,"No Central Air",2,0,0,157.382,636500,"Crozet","Henley","Western Albemarle","101",100,"Substandard",1
1999,2104,"Central Air",3,2,0,26.355,739300,"Crozet","Henley","Western Albemarle","101",20,"Excellent",1
1910,2599,"Central Air",3,2,1,16.263,658200,"Crozet","Henley","Western Albemarle","101",109,"Average",1
1975,444,"No Central Air",0,0,0,8.389,70300,"Crozet","Henley","Western Albemarle","101",44,"Average",1
1975,1024,"No Central Air",2,1,0,16.8,202100,"Crozet","Henley","Western Albemarle","101",44,"Average",1
1935,832,"No Central Air",1,1,0,1.375,78600,"Crozet","Henley","Western Albemarle","101",84,"Fair",0
1995,5053,"Central Air",6,7,1,7.526,920100,"Crozet","Henley","Western Albemarle","101",24,"Average",1
